1	2	3	4	5	6	7	8	PapBSCn2Kr02	PapBSCn1Kr02	PapBSCn1Ms17	PapBSCn3Ms17	PapBSCn2Ms17	PapBSCn3Kr02	PapBSSc1Mer5	PapBSAp1Mer1	PapBSXt1Mer2	PapBSAp1Mer2	PapBSAp1Mer5	PapBSXt2Mer1	PapBSSc1Mer1	PapBSSc1Mer2	PapBSXt1Mer5	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicimonaceae			New.CleanUp.ReferenceOTU1115	0	0	0	4	1	4	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1118	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	
Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae			New.CleanUp.ReferenceOTU1120	0	0	0	0	0	0	0	30	9	3	3	6	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1122	0	4	0	6	1	40	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae			New.CleanUp.ReferenceOTU1123	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	OM60			New.CleanUp.ReferenceOTU1124	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	OM60			New.CleanUp.ReferenceOTU1126	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1128	0	0	0	0	0	0	0	5	1	0	1	2	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1130	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU1134	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	TK17	mle1-48				New.CleanUp.ReferenceOTU1135	0	0	0	0	0	0	0	381	25	13	9	12	0	0	1	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1139	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1140	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1149	0	0	12	18	37	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1150	1	3	8	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1151	4	3	17	0	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium		New.CleanUp.ReferenceOTU1156	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188				New.CleanUp.ReferenceOTU1157	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1165	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1166	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae			New.CleanUp.ReferenceOTU1167	0	0	0	0	0	0	0	53	6	13	14	1	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1168	0	0	0	0	0	0	0	49	14	3	15	0	0	0	2	
Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae			New.CleanUp.ReferenceOTU1171	0	0	0	0	0	0	0	28	13	2	2	7	0	0	4	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1173	0	0	4	10	27	4	0	1	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1174	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae			New.CleanUp.ReferenceOTU1175	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU1176	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1177	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1178	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU1179	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicimonaceae			New.CleanUp.ReferenceOTU1180	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Haptophyceae				New.CleanUp.ReferenceOTU1181	0	3	0	0	0	0	2	0	0	0	0	0	4	1	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				New.CleanUp.ReferenceOTU1187	0	1	1	3	9	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU1190	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1192	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		New.CleanUp.ReferenceOTU1195	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU1199	1	3	2	5	3	16	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU1200	0	0	0	0	0	0	0	24	33	0	2	16	0	0	3	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1202	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1203	8	14	12	4	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	Acidobacteria-6	iii1-15				New.CleanUp.ReferenceOTU1208	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1209	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales				New.CleanUp.ReferenceOTU1210	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Spirobacillales				New.CleanUp.ReferenceOTU1213	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1217	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1223	0	10	5	0	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1225	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	OM60			New.CleanUp.ReferenceOTU1227	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1228	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1232	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	
Bacteria	Caldithrix	Caldithrixae	Caldithrixales	BA059			New.CleanUp.ReferenceOTU1233	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1235	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Chlorophyta				New.CleanUp.ReferenceOTU1236	58	35	1	0	1	830	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	OM60			New.CleanUp.ReferenceOTU1240	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU1241	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1244	4	7	7	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		New.CleanUp.ReferenceOTU1247	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1249	2	2	9	28	39	22	0	2	1	1	0	0	2	3	0	
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter		New.CleanUp.ReferenceOTU1251	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1254	0	0	0	0	0	0	0	143	540	141	100	219	0	0	56	
Bacteria	Acidobacteria	Acidobacteria-6	BPC015				New.CleanUp.ReferenceOTU1257	0	0	0	0	0	0	0	0	282	9	0	101	0	0	32	
Unassigned							New.CleanUp.ReferenceOTU1260	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1263	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1267	0	2	3	6	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1269	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1271	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1272	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1275	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU1277	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
Unassigned							New.CleanUp.ReferenceOTU1278	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1280	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1281	0	0	0	9	14	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU1283	0	0	0	0	0	0	0	42	123	23	10	20	2	0	1	
Unassigned							New.CleanUp.ReferenceOTU1285	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Gemmatimonadetes	Gemm-4					New.CleanUp.ReferenceOTU1290	0	0	0	0	0	0	0	0	17	0	0	14	0	0	5	
Unassigned							New.CleanUp.ReferenceOTU1291	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola		New.CleanUp.ReferenceOTU1293	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1294	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae			New.CleanUp.ReferenceOTU1295	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales				New.CleanUp.ReferenceOTU1297	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1299	0	0	0	0	0	0	0	2	2	0	0	5	0	0	0	
Bacteria	[Thermi]	Deinococci	Deinococcales	Trueperaceae	B-42		New.CleanUp.ReferenceOTU1301	0	0	0	0	0	0	0	6	11	5	8	9	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU1302	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1305	0	0	1	2	8	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1313	0	0	0	5	1	6	0	0	0	0	0	0	5	4	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU1315	0	0	0	0	0	0	0	53	1	7	2	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae			New.CleanUp.ReferenceOTU1316	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae			New.CleanUp.ReferenceOTU1317	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Unassigned							New.CleanUp.ReferenceOTU1318	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	[Entotheonellales]				New.CleanUp.ReferenceOTU1319	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
Bacteria	Chloroflexi	TK17	TK18				New.CleanUp.ReferenceOTU1321	0	0	0	0	0	0	0	6	4	0	1	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1322	0	0	0	0	0	0	0	2	0	1	5	2	0	0	1	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU1327	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1329	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1333	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		New.CleanUp.ReferenceOTU1334	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae			New.CleanUp.ReferenceOTU1340	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1342	0	0	0	0	0	0	2	0	0	0	0	0	3	5	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1344	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae			New.CleanUp.ReferenceOTU1347	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	PAUC34f						New.CleanUp.ReferenceOTU1348	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU1351	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1354	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1355	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	
Bacteria	Cyanobacteria	4C0d-2	SM1D11				New.CleanUp.ReferenceOTU1356	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		New.CleanUp.ReferenceOTU1357	0	0	1	18	25	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU1358	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Betaproteobacteria	EC94				New.CleanUp.ReferenceOTU1360	11	56	42	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b			New.CleanUp.ReferenceOTU1362	0	0	0	0	0	0	0	4	3	12	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1367	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1369	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1370	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1372	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1374	0	0	0	0	0	0	0	5	0	5	0	16	0	0	8	
Unassigned							New.CleanUp.ReferenceOTU1379	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1384	1	0	14	50	44	0	0	0	0	0	0	0	0	1	0	
Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b			New.CleanUp.ReferenceOTU1388	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae			New.CleanUp.ReferenceOTU1389	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1393	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1394	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1399	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae			New.CleanUp.ReferenceOTU1401	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU1402	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	[Amoebophilaceae]	SC3-56		New.CleanUp.ReferenceOTU1406	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1407	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter		New.CleanUp.ReferenceOTU1419	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1420	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1422	0	0	3	8	22	5	0	0	0	0	0	0	1	0	0	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales				New.CleanUp.ReferenceOTU1423	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	[Rhodothermi]	[Rhodothermales]	Rhodothermaceae			New.CleanUp.ReferenceOTU1424	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1426	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	
Bacteria	Bacteroidetes	[Rhodothermi]	[Rhodothermales]	Rhodothermaceae			New.CleanUp.ReferenceOTU1427	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1430	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1432	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU1433	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1435	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1437	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1438	0	0	0	1	1	2	0	0	0	0	0	0	5	5	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1439	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1441	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	
Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae			New.CleanUp.ReferenceOTU1442	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae			New.CleanUp.ReferenceOTU1448	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b			New.CleanUp.ReferenceOTU1458	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas		New.CleanUp.ReferenceOTU1459	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1460	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1465	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas		New.CleanUp.ReferenceOTU1467	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1468	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1471	0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1472	0	0	0	0	0	0	0	61	2	19	11	0	0	0	3	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TK06			New.CleanUp.ReferenceOTU1476	0	0	0	0	0	0	0	187	146	39	5	163	0	0	24	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1477	0	0	0	0	0	0	0	11	2	3	4	4	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1478	0	0	0	0	0	0	2	0	0	0	0	0	5	8	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			New.CleanUp.ReferenceOTU1479	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1480	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1481	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1483	4	0	7	4	5	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1485	0	0	1	3	5	0	0	0	0	0	0	0	4	4	0	
Unassigned							New.CleanUp.ReferenceOTU1488	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU1492	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU1494	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU1499	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1500	0	0	0	0	0	0	0	3	7	1	0	0	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1503	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1504	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
